"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"Q9NRP4","SDHAF3",78364000,42264000,86416000,23730000,24173000,24902000,99831000,79322000,58533000,28342000,29355000,24051000
"Q9NRR3","CDC42SE2",0,0,0,11765000,0,0,0,0,13726000,0,12911000,0
"Q9NRR5;Q9NRR5-2","UBQLN4",0,12714000,4834400,66997000,67630000,194120000,10277000,13860000,10779000,75358000,44092000,42996000
"Q9NRV9","HEBP1",20153000,18700000,23963000,9436100,10598000,33187000,31891000,18603000,21381000,14923000,13309000,23700000
"Q9NRW1;Q9NRW1-2","RAB6B",21917000,0,17371000,0,0,0,15718000,15910000,0,0,0,0
"Q9NRW3","APOBEC3C",0,0,7137300,28789000,20331000,14500000,0,7791800,6235700,8083400,20708000,10285000
"Q9NRW7;Q9NRW7-2","VPS45",74810000,74385000,99055000,47896000,49592000,113420000,51934000,70663000,53888000,33246000,30732000,34237000
"Q9NRX1","PNO1",0,8329100,0,19546000,26494000,23855000,4238500,4713800,5103000,15521000,34479000,54530000
"Q9NRX2","MRPL17",598880000,327680000,317550000,64202000,149230000,89230000,384960000,271950000,259140000,44724000,74995000,66185000
"Q9NRX4;Q9NRX4-2","PHPT1",0,0,6990600,66238000,20514000,190630000,0,0,0,44555000,11426000,22228000
"Q9NRY4","ARHGAP35",0,23757000,0,32670000,0,42317000,0,0,19028000,25588000,19890000,0
"Q9NRY5","FAM114A2",0,0,0,16087000,20115000,63160000,0,0,0,15149000,9117900,15420000
"Q9NRY6","PLSCR3",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NRZ7-2;Q9NRZ7;Q9NRZ7-3","AGPAT3",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-4;Q9NRZ9-3;Q9NRZ9-2;Q9NRZ9;Q9NRZ9-8;Q9NRZ9-7","HELLS",0,0,0,13030000,12700000,6982100,0,0,0,12456000,12567000,15447000
"Q9NS18;Q9NS18-2","GLRX2",0,0,7346800,0,0,0,8690200,7906500,6617600,0,0,0
"Q9NS69","TOMM22",464260000,403110000,447260000,270970000,289380000,56734000,669240000,453210000,455930000,287220000,268840000,278880000
"Q9NS86","LANCL2",21855000,0,0,15600000,16240000,32051000,0,0,18766000,32042000,29593000,14108000
"Q9NS93","TM7SF3",0,5192300,5466700,0,0,0,6646100,6167400,7335900,0,5382400,0
"Q9NSD9;Q9NSD9-2","FARSB",41403000,48396000,47640000,52090000,51203000,120560000,35105000,65096000,67939000,117220000,65132000,80648000
"Q9NSE4","IARS2",801930000,619420000,732780000,311430000,362340000,190990000,890790000,699770000,703740000,342030000,346580000,367520000
"Q9NSG2-3;Q9NSG2-2;Q9NSG2","C1orf112",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NSI2-2;Q9NSI2","FAM207A",0,0,0,8668400,11152000,12519000,0,0,0,12496000,10437000,9073600
"Q9NSK0;Q9NSK0-3;Q9NSK0-5;Q9NSK0-4;Q9NSK0-2","KLC4",7537600,10153000,9667400,15279000,12028000,34260000,6336300,10712000,9899300,25606000,8187800,11731000
"Q9NSP4;Q9NSP4-3;Q9NSP4-4;Q9NSP4-2","CENPM",0,0,0,9050200,11491000,0,0,0,0,7577800,0,7123700
"Q9NSV4-1;Q9NSV4-7;Q9NSV4-6;Q9NSV4-5;Q9NSV4-4;Q9NSV4","DIAPH3",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NT62;Q9NT62-2","ATG3",0,0,0,17977000,11820000,12303000,0,0,0,23677000,0,11031000
"Q9NTG7;Q9NTG7-2","SIRT3",69434000,29725000,73915000,15025000,19542000,22823000,40562000,36796000,25990000,20194000,9316700,11884000
"Q9NTI5-2;Q9NTI5;Q9NTI5-3;Q9NTI5-5","PDS5B",3077500,40294000,5525000,109680000,104190000,99230000,4800500,7503300,0,15088000,100940000,43498000
"Q9NTJ3;Q9NTJ3-2","SMC4",56546000,104820000,77134000,85282000,86720000,196490000,44795000,75487000,74019000,98664000,65282000,74044000
"Q9NTJ5;Q9NTJ5-2","SACM1L",84647000,88365000,87136000,62442000,91327000,40798000,110780000,101090000,118500000,51349000,103910000,75308000
"Q9NTK5;Q9NTK5-2;Q9NTK5-3","OLA1",22668000,20400000,15774000,77192000,65489000,444280000,21267000,22662000,25540000,113440000,80416000,67695000
"Q9NTM9","CUTC",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NTX5-2;Q9NTX5;Q9NTX5-6;Q9NTX5-3;Q9NTX5-5;Q9NTX5-4","ECHDC1",53216000,41492000,46750000,25404000,30831000,16818000,56715000,41765000,34524000,39875000,22277000,27098000
"Q9NTZ6","RBM12",0,14837000,0,29716000,13471000,77892000,0,0,12563000,34364000,15937000,27241000
"Q9NU22","MDN1",1291200,10193000,692900,11985000,22592000,73929000,0,1162900,1289800,11264000,42970000,20382000
"Q9NU23","LYRM2",30355000,19545000,40215000,23779000,23098000,0,23531000,18854000,20222000,17502000,13391000,17230000
"Q9NUB1-2;Q9NUB1;Q9NUB1-3;Q9NUB1-4","ACSS1",9973400,6990300,9671100,4520600,5546600,0,13139000,14746000,11392000,5187500,5067300,4300700
"Q9NUD5;Q9NUD5-2","ZCCHC3",0,0,0,6985900,7200600,9045600,0,0,0,15812000,8749200,6387800
"Q9NUE0;Q9NUE0-2","ZDHHC18",0,18189000,0,0,12815000,0,0,16353000,15193000,0,0,0
"Q9NUG6","PDRG1",0,0,0,0,0,0,0,0,0,16531000,0,0
"Q9NUI1-3;Q9NUI1","DECR2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NUJ1;Q9NUJ1-2;Q9NUJ1-3","ABHD10",232210000,170780000,220020000,112690000,111960000,51102000,159510000,132300000,116640000,75374000,66604000,73339000
"Q9NUL3-8;Q9NUL3-3;Q9NUL3-2;Q9NUL3;Q9NUL3-4;Q9NUL3-6;Q9NUL3-7;Q9NUL3-5","STAU2",0,14083000,16677000,17242000,19463000,23727000,13313000,10140000,12587000,13403000,26773000,11765000
"Q9NUL7","DDX28",108100000,71991000,91664000,28979000,42338000,21838000,74816000,62585000,65754000,17859000,38013000,26514000
"Q9NUM4","TMEM106B",28383000,20309000,25786000,23109000,17736000,23071000,42068000,29084000,28310000,32516000,34611000,32724000
"Q9NUN5-4;Q9NUN5-2;Q9NUN5-3;Q9NUN5","LMBRD1",27980000,22012000,28025000,0,0,0,34913000,27778000,28919000,0,0,0
"Q9NUP1","BLOC1S4",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NUP9","LIN7C",289940000,323450000,336190000,94231000,153230000,167100000,206700000,451580000,376790000,113710000,78471000,133800000
"Q9NUQ2","AGPAT5",10351000,14481000,8406200,13152000,19045000,0,40133000,14359000,19485000,6470000,24585000,11441000
"Q9NUQ3;Q9NUQ3-2;Q9BZA5","TXLNG",10704000,22741000,20475000,10858000,10102000,31796000,11601000,19763000,20644000,15674000,9821000,8834000
"Q9NUQ6-2;Q9NUQ6;Q9NUQ6-4;Q9NUQ6-3","SPATS2L",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NUQ7","UFSP2",62814000,44297000,62544000,30023000,46283000,21733000,42710000,40233000,46753000,15986000,39447000,20117000
"Q9NUQ8-2;Q9NUQ8","ABCF3",0,6394500,5990200,6002200,6728900,32401000,0,6116800,5620100,6847400,5934800,6562000
"Q9NUQ9;Q9NUQ9-2","FAM49B",14873000,32699000,34885000,54600000,43540000,93341000,13325000,26356000,20037000,55505000,33177000,15202000
"Q9NUT2-5;Q9NUT2-4;Q9NUT2-2;Q9NUT2;Q9NUT2-3","ABCB8",21399000,13917000,15099000,16019000,18141000,0,27046000,11807000,15272000,0,13235000,10908000
"Q9NUU7;Q9UMR2-4;Q9NUU7-2","DDX19A;DDX19B",15601000,21762000,15295000,51920000,36505000,53613000,15208000,22167000,24144000,62953000,41672000,51150000
"Q9NUY8-2;Q9NUY8","TBC1D23",0,0,0,0,0,29463000,0,0,0,0,0,0
"Q9NV06;Q9NV06-2","DCAF13",0,2961300,0,27543000,26436000,26067000,0,0,3255800,12952000,77403000,51496000
"Q9NV31","IMP3",0,8380900,0,37550000,45212000,33009000,0,9734100,0,20583000,101840000,52866000
"Q9NV56","MRGBP",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NV70-2;Q9NV70","EXOC1",91266000,107690000,82083000,12534000,22954000,61413000,43862000,96402000,73873000,13508000,10356000,15935000
"Q9NV88-3;Q9NV88-2;Q9NV88","INTS9",0,5203600,0,0,0,37859000,0,0,0,0,0,0
"Q9NV92","NDFIP2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NV96;Q9NV96-2;Q9NV96-3;Q3MIR4","TMEM30A",62470000,70760000,63144000,52658000,48003000,5897100,65659000,65375000,89965000,37819000,55067000,42726000
"Q9NVA1;Q9NVA1-5;Q9NVA1-2;Q9NVA1-4;Q9NVA1-3","UQCC1",26362000,26947000,27108000,30003000,36816000,20634000,31926000,22472000,31492000,40040000,40535000,27785000
"Q9NVA2;Q9NVA2-2","SEPT11",91862000,193130000,173980000,80448000,78468000,178060000,61968000,168170000,152180000,117760000,51933000,73679000
"Q9NVC6;Q9NVC6-2","MED17",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVD7;Q9NVD7-2","PARVA",38927000,29128000,19208000,5742300,0,48929000,12230000,22706000,12701000,6845200,0,0
"Q9NVE5;Q9NVE5-3","USP40",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVE7","PANK4",0,0,0,0,10429000,14115000,0,0,5650300,12604000,0,9627600
"Q9NVG8-3;Q9NVG8-2;Q9NVG8","TBC1D13",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVH0;Q9NVH0-2","EXD2",36414000,47784000,46193000,20505000,32719000,27658000,52557000,60749000,56004000,19014000,37867000,27391000
"Q9NVH1-3;Q9NVH1;Q9NVH1-2","DNAJC11",142420000,135400000,139140000,68356000,118450000,46858000,184690000,109130000,140400000,53113000,97413000,82585000
"Q9NVH2-4;Q9NVH2-3;Q9NVH2-2;Q9NVH2","INTS7",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVH6;Q9NVH6-8;Q9NVH6-7;Q9NVH6-5;Q9NVH6-4;Q9NVH6-2;Q9NVH6-6","TMLHE",59695000,25678000,50028000,18388000,21745000,5978700,52839000,35553000,27653000,18701000,11937000,14616000
"Q9NVI1;Q9NVI1-2;Q9NVI1-1;Q9NVI1-4","FANCI",0,5175300,4943500,11637000,7550100,45148000,0,0,2960300,25559000,10985000,12079000
"Q9NVI7-2;Q9NVI7;Q9NVI7-3","ATAD3A",1955300000,1257000000,1715600000,394890000,674660000,319930000,1849900000,1448100000,1452400000,332520000,543650000,416960000
"Q9NVJ2;Q9NVJ2-2","ARL8B",172310000,97130000,121870000,53818000,74866000,45744000,165970000,118860000,146430000,77352000,78099000,84610000
"Q9NVM6","DNAJC17",0,0,0,0,0,45082000,0,0,4793000,0,0,0
"Q9NVM9;Q9NVM9-2","ASUN",0,14646000,0,13680000,0,19331000,0,0,0,16209000,0,0
"Q9NVN8","GNL3L",0,0,0,0,0,0,0,0,0,0,6702600,0
"Q9NVP1","DDX18",1434900,17038000,9739800,152040000,127210000,124380000,1650200,15986000,10877000,95006000,306020000,227410000
"Q9NVP2","ASF1B",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVQ4;Q9NVQ4-3;Q9NVQ4-2","FAIM",0,0,0,0,0,22536000,0,0,0,0,0,0
"Q9NVR0","KLHL11",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVS2;Q9NVS2-2;Q9NVS2-3","MRPS18A",228690000,160670000,256880000,58786000,75966000,52376000,214830000,153710000,165450000,46998000,60434000,75807000
"Q9NVS9;Q9NVS9-3;Q9NVS9-4","PNPO",37164000,27111000,46136000,18972000,13801000,62410000,39296000,30646000,33459000,27748000,9663500,7473900
"Q9NVT9;Q9NVT9-2","ARMC1",123370000,112380000,82466000,105680000,142380000,154290000,184290000,134220000,80852000,67569000,95068000,87448000
"Q9NVU0-3;Q9NVU0-2;Q9NVU0-4;Q9NVU0;Q9NVU0-5","POLR3E",0,0,0,0,0,17766000,0,0,0,0,0,0
"Q9NVU7;Q9NVU7-2","SDAD1",0,0,0,16761000,17995000,0,0,0,0,17817000,20588000,0
"Q9NVV0","TMEM38B",69216000,24526000,0,0,0,0,29180000,41080000,0,0,0,0
"Q9NVV4","MTPAP",145400000,105380000,120630000,60778000,71076000,22674000,206380000,115610000,143120000,59107000,82069000,67384000
"Q9NVV4-2","MTPAP",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NVX2;Q9NVX2-2","NLE1",0,7020100,3356900,33261000,26202000,27084000,0,5960000,2443500,39038000,78163000,62957000
"Q9NVZ3;Q9NVZ3-2;Q9NVZ3-3;Q9NVZ3-4","NECAP2",16696000,22981000,15175000,14776000,12287000,41369000,9639100,31097000,17127000,12483000,7502300,8324100
"Q9NW08-2;Q9NW08","POLR3B",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NW13;Q9NW13-2","RBM28",0,2633100,3910100,23135000,31813000,36538000,1461300,1467200,2843900,16238000,110580000,55507000
"Q9NW15-2;Q9NW15;Q9NW15-5;Q9NW15-4;Q9NW15-3","ANO10",10621000,10892000,13902000,0,16745000,20188000,16844000,11495000,13786000,0,20660000,9114900
"Q9NW64;Q9NW64-2","RBM22",0,9045600,16475000,34893000,42598000,39764000,0,8921500,0,33286000,66453000,48535000
"Q9NW81;Q9NW81-4;Q9NW81-5;Q9NW81-6;Q9NW81-3;Q9NW81-2","ATP5SL",146700000,79448000,133900000,31512000,53253000,20689000,69999000,53971000,49075000,19804000,18581000,21140000
"Q9NW82","WDR70",0,10343000,0,16932000,10874000,42115000,0,0,0,17372000,9405400,13555000
"Q9NWA0","MED9",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWH9;Q9NWH9-3","SLTM",0,0,0,38563000,42752000,10537000,0,21386000,0,28541000,78239000,43821000
"Q9NWM8","FKBP14",35244000,16294000,18065000,7796900,8770900,0,55785000,56177000,34939000,12418000,8332800,10046000
"Q9NWQ8","PAG1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWR8","CCDC109B",60537000,47063000,40471000,0,26331000,0,51095000,33421000,36915000,0,22188000,0
"Q9NWS0;Q9NWS0-3","PIH1D1",0,9747700,12941000,12633000,11633000,40206000,0,12151000,9059300,32433000,10686000,11944000
"Q9NWS6","FAM118A",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWS8;Q9NWS8-2","RMND1",38992000,33986000,40678000,24586000,43234000,14438000,48932000,38126000,44659000,15752000,31753000,16765000
"Q9NWT1","PAK1IP1",0,0,0,17390000,0,0,0,0,0,12598000,28384000,19850000
"Q9NWT8","AURKAIP1",304010000,223280000,297210000,38696000,69781000,19243000,218700000,139140000,192370000,33506000,67119000,53368000
"Q9NWU1;Q9NWU1-2","OXSM",78858000,63964000,73956000,15733000,31639000,12696000,29962000,28515000,24187000,16834000,9968600,10890000
"Q9NWU2","GID8",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWU5;Q9NWU5-2;Q9NWU5-3","MRPL22",627140000,442390000,587940000,141280000,191500000,107630000,388270000,310880000,307220000,102380000,130010000,106490000
"Q9NWV4","C1orf123",0,0,0,25366000,20722000,92908000,0,0,0,29915000,16948000,22149000
"Q9NWV8-3;Q9NWV8;Q9NWV8-2","BABAM1",0,0,0,12899000,10804000,37063000,0,0,0,18133000,0,10946000
"Q9NWW5;Q9NWW5-2","CLN6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWX5-2;Q9NWX5","ASB6",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NWX6","THG1L",17913000,20753000,27001000,20646000,30726000,0,0,0,15410000,0,27299000,14897000
"Q9NWY4;A8MVJ9","C4orf27",0,8412400,7334800,5342000,4842700,40922000,0,8177600,5547500,8619700,5617200,8004500
"Q9NWZ5-4;Q9NWZ5","UCKL1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NX00","TMEM160",86896000,69052000,85495000,20193000,27493000,30931000,88922000,38222000,41196000,0,41771000,11414000
"Q9NX04;Q9NX04-2","C1orf109",0,0,0,8126200,7518800,0,0,0,0,8077600,14656000,7934800
"Q9NX08","COMMD8",0,7712100,7953300,0,10947000,27965000,0,7393300,0,0,16599000,0
"Q9NX14;Q9NX14-2","NDUFB11",205000000,196340000,205760000,144350000,170580000,42617000,257960000,151810000,170610000,86270000,126890000,129350000
"Q9NX18","SDHAF2",316060000,137410000,248440000,70255000,76951000,87123000,223780000,232000000,206130000,64317000,35621000,38930000
"Q9NX20","MRPL16",212010000,146580000,208860000,50945000,69506000,18559000,152560000,119840000,128750000,37220000,48847000,44728000
"Q9NX24","NHP2",2045700,18993000,15347000,77015000,127040000,90610000,0,14771000,7012900,58334000,190960000,118670000
"Q9NX40;Q9NX40-4;Q9NX40-3;Q9NX40-2","OCIAD1",0,0,0,8852800,0,0,237500000,147860000,155720000,66724000,87683000,94734000
"Q9NX46","ADPRHL2",27857000,19724000,31557000,19927000,16211000,21983000,22738000,16496000,16107000,18859000,10095000,12587000
"Q9NX47","MARCH5",106610000,71004000,77808000,43799000,71253000,30648000,68126000,43344000,47624000,16113000,48723000,29282000
"Q9NX55","HYPK",0,21726000,0,0,0,66640000,0,0,0,19391000,0,0
"Q9NX58","LYAR",0,11423000,0,16112000,31519000,16849000,4114700,11344000,10343000,15159000,19799000,13614000
"Q9NX61-2;Q9NX61","TMEM161A",0,0,0,10829000,16061000,0,0,13762000,11054000,0,13969000,0
"Q9NX62","IMPAD1",47311000,36780000,35106000,22981000,22372000,24551000,38246000,29266000,43310000,15071000,41538000,23402000
"Q9NX63","CHCHD3",811130000,556320000,911520000,271760000,254690000,11978000,1045500000,638480000,683880000,350630000,248530000,235020000
"Q9NX70;Q9NX70-2","MED29",0,0,0,10183000,0,15314000,0,0,0,9603400,7439800,8966600
"Q9NX74","DUS2",40595000,11507000,22241000,6659200,9154100,10254000,8609300,6055700,8755100,5329100,0,0
"Q9NX76","CMTM6",0,13423000,0,5521300,7482100,0,11067000,26357000,21826000,0,7307400,0
"Q9NX95-5;Q9NX95-2;Q9NX95-4;Q9NX95-3;Q9NX95","SYBU",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NXA8;Q9NXA8-3;Q9NXA8-4;Q9NXA8-2","SIRT5",39772000,24882000,35633000,16548000,21851000,13242000,36689000,19938000,18928000,16385000,10483000,12860000
"Q9NXC5;Q9NXC5-2","MIOS",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NXE4-2;Q9NXE4-3;Q9NXE4-6;Q9NXE4;Q9NXE4-4;Q9NXE4-10;Q9NXE4-8;Q9NXE4-9;Q9NXE4-7;Q9NXE4-5","SMPD4",48541000,50391000,26745000,61225000,58007000,61705000,29661000,29244000,38729000,16969000,114920000,54845000
"Q9NXF1-2;Q9NXF1","TEX10",0,7402500,4365200,31373000,29335000,74810000,0,0,0,16657000,39134000,26485000
"Q9NXF8;Q9NXF8-2","ZDHHC7",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NXG2","THUMPD1",0,0,0,9519700,6333900,3707600,0,0,0,12236000,7085500,8705400
"Q9NXG6-3;Q9NXG6;Q9NXG6-2","P4HTM",27987000,16170000,17538000,13079000,9692100,16325000,9337700,10523000,16570000,0,0,0
"Q9NXH9-2;Q9NXH9","TRMT1",12371000,6124300,6973500,4293900,7106600,59714000,14925000,7495200,9749800,8930500,8393800,10245000
"Q9NXN4-2;Q9NXN4","GDAP2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NXR7-4;Q9NXR7-3;Q9NXR7;Q9NXR7-1","BRE",0,0,0,10704000,6492300,40187000,0,0,0,12858000,7684500,9944700
"Q9NXS2;Q9NXS2-3","QPCTL",15248000,16387000,17006000,16646000,21634000,19601000,19984000,16159000,18982000,9069200,32612000,15758000
"Q9NXU5","ARL15",28677000,39043000,33776000,15011000,30256000,13913000,23548000,38973000,37281000,13865000,21700000,14756000
"Q9NXV2","KCTD5",0,0,0,12865000,14388000,5381800,0,0,0,14279000,0,11510000
"Q9NXV6","CDKN2AIP",0,0,0,0,0,0,0,0,0,49481000,0,0
"Q9NXW2;Q9NXW2-2","DNAJB12",19844000,12870000,20425000,16107000,18068000,14253000,23755000,21568000,24903000,12531000,20440000,16910000
"Q9NXX6","NSMCE4A",0,0,0,16778000,20598000,16831000,0,6961400,0,16002000,17240000,17264000
"Q9NY12-2;Q9NY12","GAR1",0,40845000,0,53273000,72321000,92511000,0,32724000,16823000,44522000,130360000,63736000
"Q9NY27;Q9NY27-2;Q9NY27-3","PPP4R2",0,0,0,29944000,16430000,52743000,82379000,0,0,47632000,16194000,25011000
"Q9NY33;Q9NY33-4;Q9NY33-2","DPP3",5795500,5504800,4210300,37946000,22889000,183880000,0,3608400,5408300,39714000,18206000,23366000
"Q9NY47-4;Q9NY47-2;Q9NY47-3;Q9NY47;Q9NY47-5","CACNA2D2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NY61","AATF",0,2810500,0,36716000,42028000,31426000,0,0,0,35700000,87578000,68226000
"Q9NY93-2;Q9NY93","DDX56",0,2986300,0,36170000,45468000,37230000,0,3565900,2440700,21093000,75059000,67084000
"Q9NYA4","MTMR4",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYB0","TERF2IP",0,11165000,0,39360000,27396000,53326000,0,0,0,32894000,25024000,24159000
"Q9NYB9-2;Q9NYB9-4;Q9NYB9;Q9NYB9-3","ABI2",0,42230000,38325000,14124000,15887000,31366000,18527000,25721000,19734000,0,0,0
"Q9NYF8;Q9NYF8-2;Q9NYF8-4","BCLAF1",3245700,47759000,25301000,402430000,314680000,184660000,27753000,56972000,28982000,253240000,598640000,464580000
"Q9NYF8-3","BCLAF1",0,0,0,33583000,37150000,50946000,0,0,0,53193000,61496000,50141000
"Q9NYG5","ANAPC11",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYH9","UTP6",6485300,5376900,0,26413000,29768000,16417000,0,2883700,0,15206000,83182000,55533000
"Q9NYJ1;Q9NYJ1-2","COA4",110800000,27974000,58541000,0,0,0,70351000,21656000,33415000,13449000,0,7220500
"Q9NYJ8-2;Q9NYJ8","TAB2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYK5;Q9NYK5-2","MRPL39",504430000,326520000,429500000,135260000,171830000,100110000,352490000,293910000,265310000,117630000,102200000,115040000
"Q9NYL2-2;Q9NYL2-3","ZAK",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYL4-2;Q9NYL4","FKBP11",0,0,0,0,0,0,62427000,62254000,78755000,23573000,62855000,45677000
"Q9NYL9","TMOD3",25711000,18846000,20035000,66860000,46598000,64238000,26003000,26370000,30298000,92230000,55706000,44085000
"Q9NYM9","BET1L",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYP7-2;Q9NYP7;Q9NYP7-3","ELOVL5",0,27841000,0,58857000,0,31051000,0,30326000,32225000,27692000,0,35322000
"Q9NYP9","MIS18A",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYQ6;Q9NYQ6-2","CELSR1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYR9;Q9NYR9-2;Q9NYR9-3","NKIRAS2",0,5022600,0,0,5357900,0,5588300,6557200,6857600,5732600,5441100,0
"Q9NYT0","PLEK2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NYU1;Q9NYU1-2","UGGT2",176840000,115720000,32349000,7254200,17443000,0,27958000,41176000,70134000,0,26015000,0
"Q9NYU2-2;Q9NYU2","UGGT1",430380000,275510000,314480000,195100000,189920000,164340000,415680000,439990000,485620000,177490000,230830000,192090000
"Q9NYV4-2;Q9NYV4;Q9NYV4-3;Q14004-2;Q14004","CDK12",0,19765000,0,13843000,18328000,51102000,0,0,0,20646000,17909000,18942000
"Q9NYY8;Q9NYY8-2","FASTKD2",81958000,57738000,58939000,34434000,40762000,24096000,89027000,69734000,64006000,50800000,43326000,47989000
"Q9NZ01;Q9NZ01-2","TECR",198810000,248160000,232400000,131700000,182520000,104050000,252150000,197300000,239310000,79293000,248290000,110700000
"Q9NZ08;Q9NZ08-2","ERAP1",64179000,51355000,48604000,41266000,32858000,30348000,43155000,44698000,56551000,18399000,21942000,17203000
"Q9NZ32","ACTR10",0,0,0,11872000,11307000,18682000,0,0,10933000,11682000,16398000,10859000
"Q9NZ43-3;Q9NZ43-2;Q9NZ43","USE1",20244000,35887000,27555000,0,0,24817000,25515000,30193000,31605000,0,0,0
"Q9NZ45","CISD1",118520000,96691000,108300000,53690000,74609000,31777000,134320000,93709000,98786000,30133000,55809000,45475000
"Q9NZ52-3;Q9NZ52-4;Q9NZ52-2;Q9NZ52","GGA3",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NZ53","PODXL2",0,0,0,2601200,5250300,0,0,6685900,8832900,0,3564800,0
"Q9NZ56;Q9NZ56-2","FMN2",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NZ63","C9orf78",0,0,0,10391000,0,16788000,0,0,0,0,12712000,7802600
"Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-2;Q9NZB2-5;Q5T035","FAM120A",9000200,17921000,15789000,22910000,28193000,26102000,12622000,14890000,25009000,21808000,50322000,24575000
"Q9NZB8-2;Q9NZB8-8;Q9NZB8;Q9NZB8-7;Q9NZB8-3;Q9NZB8-6;Q9NZB8-5;Q9NZB8-4","MOCS1",47705000,25098000,32491000,8905600,16604000,7627300,11121000,14934000,13880000,5332200,6064900,5632500
"Q9NZC3","GDE1",17963000,14309000,12510000,8907800,12212000,0,26986000,24564000,24700000,8480300,17990000,11929000
"Q9NZD8-2;Q9NZD8","SPG21",0,0,0,0,9045700,0,0,0,0,0,14292000,0
"Q9NZE8;Q9NZE8-2","MRPL35",103650000,60936000,100330000,29797000,31359000,7696500,74197000,61144000,55226000,16575000,22328000,23717000
"Q9NZI7-4;Q9NZI7","UBP1",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NZI8;Q9NZI8-2;REV__Q15833;Q15517","IGF2BP1",64281000,123280000,123360000,216810000,209000000,258110000,65461000,121990000,155750000,209680000,390990000,301370000
"Q9NZJ4;Q9NZJ4-2","SACS",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NZJ6","COQ3",74880000,52088000,77918000,38034000,47410000,29753000,74132000,52278000,54314000,45854000,39518000,47029000
"Q9NZJ7;Q9NZJ7-2;Q9NZJ7-3","MTCH1",124400000,115030000,98971000,70038000,98757000,44010000,224190000,97590000,116390000,53744000,101240000,64829000
"Q9NZL4-3;Q9NZL4;Q9NZL4-2","HSPBP1",0,8314000,2162700,69600000,24076000,271350000,4031300,4059700,6619600,54139000,18345000,23841000
"Q9NZL9;Q9NZL9-3;Q9NZL9-5","MAT2B",0,2350700,1301400,26377000,21489000,133150000,1460300,705800,1474000,31070000,14061000,18589000
"Q9NZL9-2;Q9NZL9-4","MAT2B",0,0,0,0,0,0,0,0,0,0,0,0
"Q9NZM1-6;Q9NZM1;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;Q9NZM1-7;Q9NZM1-8;Q9NZM1-4","MYOF",74276000,99001000,65196000,127970000,108200000,24684000,0,989230,0,0,595750,1547400
